siRNAID	Scores
siRNAID_0001	-0.930287188180809
siRNAID_0002	-1.12820383544876
siRNAID_0003	-1.05265042627977
siRNAID_0004	0.807927206002582
siRNAID_0005	-1.41533348761122
siRNAID_0006	1.64265768607119
siRNAID_0007	-0.157339449601591
siRNAID_0008	0.7475897414766
siRNAID_0009	-0.959046639069919
siRNAID_0010	-0.0440182402415898
siRNAID_0011	-0.989643258977175
siRNAID_0012	0.329524731249035
siRNAID_0013	0.333724644725186
siRNAID_0014	1.2912639801873
siRNAID_0015	0.374840746075906
siRNAID_0016	0.484270787910999
siRNAID_0017	2.08002821151145
siRNAID_0018	-0.0958403543725831
siRNAID_0019	3.55805030493896
siRNAID_0020	0.252365504187993
siRNAID_0021	-0.0395935492946435
siRNAID_0022	0.424067102538752
siRNAID_0023	0.374305909400953
siRNAID_0024	-0.455579116799153
siRNAID_0025	-1.80129830194987
siRNAID_0026	0.566080646240209
siRNAID_0027	0.53123909354286
siRNAID_0028	-1.4581595278936
siRNAID_0029	1.4146108169757
siRNAID_0030	0.82264700217796
siRNAID_0031	0.321740676428583
siRNAID_0032	0.901498634077646
siRNAID_0033	0.822262548727654
siRNAID_0034	1.20262009283629
siRNAID_0035	0.448530218642193
siRNAID_0036	0.706310404600177
siRNAID_0037	0.547982269602567
siRNAID_0038	-0.363339260206117
siRNAID_0039	-2.44436614742192
siRNAID_0040	-0.234486822220246
siRNAID_0041	1.26614922520532
siRNAID_0042	0.229108454863873
siRNAID_0043	-0.162456324847686
siRNAID_0044	1.89010896861471
siRNAID_0045	3.54178328861236
siRNAID_0046	0.743774407645488
siRNAID_0047	-0.332430836956051
siRNAID_0048	-0.745073846399304
siRNAID_0049	-1.00563447293844
siRNAID_0050	2.74152037972841
siRNAID_0051	-0.618322189203444
siRNAID_0052	-0.412945361665778
siRNAID_0053	-0.742844495415741
siRNAID_0054	-0.0863575389761081
siRNAID_0055	-0.781727652905924
siRNAID_0056	0.586117505835829
siRNAID_0057	0.649998920581452
siRNAID_0058	-1.00266837905562
siRNAID_0059	-0.0914600498802531
siRNAID_0060	0.349002129419287
siRNAID_0061	-2.68307789908338
siRNAID_0062	0.548576488004943
siRNAID_0063	0.502498383170258
siRNAID_0064	2.13713404585074
siRNAID_0065	-0.363535253828148
siRNAID_0066	0.75653211988485
siRNAID_0067	0.352892267687924
siRNAID_0068	0.552871026706355
siRNAID_0069	0.184613826028702
siRNAID_0070	0.228299366486081
siRNAID_0071	0.599243960561649
siRNAID_0072	-1.60184450326741
siRNAID_0073	0.0987808310628434
siRNAID_0074	-0.459609705033834
siRNAID_0075	-2.06821599235506
siRNAID_0076	-1.28791941209553
siRNAID_0077	0.659595499701786
siRNAID_0078	-0.163760547231696
siRNAID_0079	0.0531904714516259
siRNAID_0080	-5.43602685673449
siRNAID_0081	-0.202126522400699
siRNAID_0082	1.51435155201416
siRNAID_0083	0.342508522775069
siRNAID_0084	0.280758495588294
siRNAID_0085	-0.473562274475958
siRNAID_0086	-0.132756981751117
siRNAID_0087	0.386884171366045
siRNAID_0088	-0.417563506399189
siRNAID_0089	0.174704638945632
siRNAID_0090	0.66880163610378
siRNAID_0091	0.236353879762694
siRNAID_0092	-0.641311798517411
siRNAID_0093	-1.57832350914738
siRNAID_0094	0.00493286502204234
siRNAID_0095	0.292639130923079
siRNAID_0096	0.75051089966141
siRNAID_0097	2.22386791649838
siRNAID_0098	0.498321141662278
siRNAID_0099	0.793657605187596
siRNAID_0100	-1.14309581466663
siRNAID_0101	1.86359956289317
siRNAID_0102	0.184258764080431
siRNAID_0103	1.31346587932339
siRNAID_0104	0.0568561306129167
siRNAID_0105	0.569088782724316
siRNAID_0106	7.58261147955969
siRNAID_0107	1.16426330356897
siRNAID_0108	0.0233138797451497
siRNAID_0109	-0.0504547569886077
siRNAID_0110	3.0680033606579
siRNAID_0111	-0.319945837696451
siRNAID_0112	-0.22431581920267
siRNAID_0113	-0.124842794606474
siRNAID_0114	-0.122413120132437
siRNAID_0115	0.142630824751144
siRNAID_0116	0.825652313992423
siRNAID_0117	-0.428024685374881
siRNAID_0118	0.478727901006454
siRNAID_0119	-0.35846294711274
siRNAID_0120	0.156282353301941
siRNAID_0121	2.20260061716508
siRNAID_0122	0.355873038319046
siRNAID_0123	1.66599859770283
siRNAID_0124	-0.342436666516981
