siRNAID	Scores
siRNAID_0001	0.726427533339316
siRNAID_0002	-0.671632732507275
siRNAID_0003	-0.00514713896162663
siRNAID_0004	1.38343088828422
siRNAID_0005	0.491954863017055
siRNAID_0006	0.330629291433067
siRNAID_0007	2.31944071213541
siRNAID_0008	-2.83672830398136
siRNAID_0009	-0.543384151058013
siRNAID_0010	0.315789047553422
siRNAID_0011	1.42201788757887
siRNAID_0012	0.143473631225529
siRNAID_0013	0.30223624378709
siRNAID_0014	-0.24807444765992
siRNAID_0015	-0.0364484890581836
siRNAID_0016	-0.304159291476709
siRNAID_0017	0.593399554713443
siRNAID_0018	0.459614441282671
siRNAID_0019	0.0122778337384164
siRNAID_0020	-0.317488635866934
siRNAID_0021	-0.316368700772541
siRNAID_0022	-2.16205578138575
siRNAID_0023	-0.166888597268012
siRNAID_0024	1.08473234518211
siRNAID_0025	0.618422678452572
siRNAID_0026	-0.378713194121675
siRNAID_0027	0.185073851818726
siRNAID_0028	-0.814265614459329
siRNAID_0029	-0.150045871801255
siRNAID_0030	0.411076762537535
siRNAID_0031	-0.925380870301658
siRNAID_0032	1.35072584581033
siRNAID_0033	-0.353138951297837
siRNAID_0034	0.225037302194999
siRNAID_0035	-0.371965116630747
siRNAID_0036	0.722632017110302
siRNAID_0037	0.57962073819159
siRNAID_0038	1.3524899521049
siRNAID_0039	0.418831782251827
siRNAID_0040	-0.708884875936401
siRNAID_0041	0.946729770335408
siRNAID_0042	1.64701361652554
siRNAID_0043	0.993177110171077
siRNAID_0044	2.22252148562625
siRNAID_0045	1.15796238074762
siRNAID_0046	-0.648525080328667
siRNAID_0047	0.626205011941785
siRNAID_0048	2.92401445629838
siRNAID_0049	-5.79361908136087
siRNAID_0050	0.395291391132682
siRNAID_0051	0.31223420129081
siRNAID_0052	-0.218593300582638
siRNAID_0053	2.80535558161546
siRNAID_0054	1.03925575439619
siRNAID_0055	0.408285377717204
siRNAID_0056	0.204955959590731
siRNAID_0057	3.64599561109716
siRNAID_0058	0.194292078543022
siRNAID_0059	0.319249546615391
siRNAID_0060	-0.188543286894559
siRNAID_0061	0.137828792718656
siRNAID_0062	-1.06176858331037
siRNAID_0063	0.164702718135687
siRNAID_0064	1.04143329091773
siRNAID_0065	0.725576500435136
siRNAID_0066	-0.473896722032978
siRNAID_0067	0.473888486844017
siRNAID_0068	0.142644350555239
siRNAID_0069	-0.835573351879653
siRNAID_0070	2.65439559387894
siRNAID_0071	-1.28451186146401
siRNAID_0072	-1.45114921519938
siRNAID_0073	-1.02920930005524
siRNAID_0074	-0.076865084883619
siRNAID_0075	1.34253377547975
siRNAID_0076	0.581722456584904
siRNAID_0077	0.244103623853591
siRNAID_0078	-0.84472138212604
siRNAID_0079	0.570745888546358
siRNAID_0080	-8.3933000283627
siRNAID_0081	0.972268161245971
siRNAID_0082	0.175685037369275
siRNAID_0083	0.536889603807653
siRNAID_0084	0.111161286914583
siRNAID_0085	1.87768787617346
siRNAID_0086	0.153208727292621
siRNAID_0087	0.046825631577282
siRNAID_0088	-1.71067951448731
siRNAID_0089	-0.265776100419547
siRNAID_0090	-0.518887526475235
siRNAID_0091	-0.132779450696997
siRNAID_0092	1.66990107814895
siRNAID_0093	0.877845403741041
siRNAID_0094	-0.463562786284109
siRNAID_0095	0.364250240120639
siRNAID_0096	-4.02180792046141
siRNAID_0097	-0.423017748168129
siRNAID_0098	-0.904333529209019
siRNAID_0099	-0.0635199313758311
siRNAID_0100	-0.0173443765484222
